id;documento
39;A Controladoria-Geral da União CGU iniciou, nessa segunda-feira 15 03 , o webinário Prosa de Ouvidoria . O painel de abertura abordou o tema Lei Geral de Proteção de Dados Pessoais novos desafios para a ouvidoria e para o acesso à informação . Os convidados expuseram suas perspectivas e responderam às perguntas enviadas pelos participantes no chat do evento. O ouvidor-geral da Uniao, Valmir Dias, foi o mediador e destacou o avanço do marco regulatório no Governo Federal em favor da promoção de uma cultura de proteção de dados no Brasil. Para a advogada especialista em Direito Digital, Patricia Peck, a importância do evento revela-se sob a ótica do compartilhar conhecimentos em prol da boa governança dos dados pessoais. O ministro da CGU, Wagner Rosário, e o diretor-presidente da Autoridade Nacional de Proteção de Dados ANPD , Waldemar Gonçalves Ortunho Junior, quando indagados sobre o modo pelo qual serão harmonizados os entendimentos sobre a aplicação das regras de transparência pública e de privacidade, afirmaram que vêm trabalhando na consolidação de canais que permitam a cooperação entre as instituições a fim de que possam emitir entendimentos conjuntos acerca das matérias que versam sobre ambas as políticas. Já sobre o papel das unidades de ouvidoria na implantação da LGPD e a sua associação à figura do Encarregado nas instituições, os palestrantes reforçaram o argumento de que a incorporação deste papel por tais unidades justifica-se em um cenário de racionalização no uso de recursos, mas que deve ser acompanhado da criação de estruturas de governança que permitam a implantação adequada da Lei. Além disso, reforçaram que esse processo se dará de forma diferente em cada instituição, em atenção às peculiaridades encontradas em cada órgão ou entidade. A programação da Prosa de Ouvidoria se estende por toda semana e inclui debates sobre Modelos de maturidade e o desafio de medir as capacidades estatais 16 03 Proteção ao denunciante no Brasil novas perspectivas 17 03 Conselho de Usuários de Serviços Públicos e Avaliação de Serviços o usuário no centro das atenções 18 03 e Inteligência artificial em ouvidoria novas soluções para velhos problemas 19 03 . O webinário é realizado de forma remota e transmitido, a partir das 17h de cada dia, pelo canal da CGU no YouTube. A participação é gratuita e aberta a qualquer interessado, não sendo necessária inscrição prévia.
40;A Rede Nacional de Ouvidorias promoverá, nesta quinta-feira 18 3 , às 10h, a live As experiências das Ouvidorias no desafio de adequação à Lei Geral de Proteção de Dados Pessoais . O objetivo da iniciativa é propiciar a troca de experiência entre as ouvidorias da Rede, por meio de apresentações rápidas, com duração de até cinco minutos, sobre as soluções encontradas para os desafios do atendimento ao titular de dados pessoais. A transmissão será realizada simultaneamente pelos canais da Controladoria-Geral da União CGU e da Secretaria da Controladoria-Geral do Estado de Pernambuco no YouTube, cguoficial e scge.pe, respectivamente. Para participar, não é necessário fazer inscrição, basta acessar um dos canais no horário marcado e acompanhar o evento. Serão abordados diversos temas como identificação e compartilhamento de dados dos demandantes perfis de acesso ao sistema informatizado de ouvidoria atendimento automatizado e ciclo de vida do dado pessoal entre outros. A proposta é que seja um evento dinâmico com apresentações sobre pontos relacionados à Lei Geral de Proteção de Dados Pessoais LGPD que serão aprofundados em três eventos posteriores, planejados para o ano de 2021. A abertura ficará a cargo do ouvidor-geral da União e coordenador da Rede Nacional de Ouvidorias, Valmir Dias, e a moderação e o encerramento serão com a coordenadora do Grupo de Trabalho LGPD nas Ouvidorias, rika Lacet, que também será palestrante como ouvidora-geral do Estado de Pernambuco. Os demais palestrantes são Marcos Lindenmayer, da Ouvidoria-Geral da União Alexandre Sanches Vicente, da Ouvidoria-Geral do Município de Londrina Savana Karoline Farias Dantas, da Empresa Brasileira de Serviços Hospitalares Janaína Anchieta Costa, da Universidade Federal de São Paulo Gotardo Machado de Souza Júnior, da Companhia Nacional de Abastecimento Francisco Coelho de Brito Neto, do Departamento de Estradas e Rodagens do Estado de Rondônia e Felipe Lima Guimarães, do Tribunal de Contas do Estado de Rondônia. SERVI O Live As experiências das Ouvidorias no desafio de adequação à Lei Geral de Proteção de Dados Pessoais Data 18 de março 2021 quinta-feira Horário das 10 horas às 12hTransmissão A transmissão será realizada simultaneamente pelos canais no Youtube da Controladoria-Geral da União cguoficial e da Secretaria da Controladoria-Geral do Estado de Pernambuco scge.pe .
41;A Controladoria-Geral da União CGU lança nesta quarta-feira 17 3 o Relatório Consolidador dos Benefícios Aprovados em 2020, que apresenta os resultados financeiros e não financeiros obtidos pelos gestores públicos federais ao implementarem recomendações emitidas pela CGU relativas à área de Auditoria Interna Governamental. Em 2020, a Controladoria contabilizou R 17,9 bilhões em benefícios financeiros, o que corresponde a um acréscimo de 38 em relação ao resultado registrado em 2019. Segundo o relatório, que passará a ser elaborado anualmente pelo órgão, apesar dos desafios enfrentados em 2020 com a pandemia de Covid-19, a CGU demonstrou capacidade de adaptação, o que resultou no crescimento na contabilização de resultados. O desempenho de 2020 se mostra coerente com a evolução histórica dos valores registrados em benefícios financeiros, cujo gráfico demonstra crescente evolução a partir de 2015. O principal fundamento para o esse resultado foi o alinhamento às práticas internacionais de auditoria interna, fortalecido a partir de 2017 com a publicação do Referencial Técnico e do Manual de Orientações Técnicas da atividade de Auditoria Interna Governamental, aprovados, respectivamente, pelas Instruções Normativas IN da Secretaria Federal de Controle Interno SFC CGU n 3 2017 e n 8 2017. Segundo a IN SFC n 3 2017, a atividade de auditoria interna governamental é definida como uma atividade independente e objetiva de avaliação e consultoria, desenhada para adicionar valor e melhorar as operações das organizações auditadas, auxiliando-as a realizarem seus objetivos, a partir da aplicação de uma abordagem sistemática e disciplinada para avaliar e melhorar a eficácia dos processos de governança, de gerenciamento de riscos e de controles internos. Resultados Um dado importante para a avaliação da efetividade da atuação da CGU é o que compara os valores contabilizados em benefícios financeiros a partir da implementação, pelos gestores públicos, das recomendações emitidas pela Controladoria com o valor utilizado pela CGU para o seu respectivo funcionamento total empenhado . Em 2020, observou-se o valor de R 15,95 de retorno a cada R 1,00 utilizado pelo órgão. Esse valor corresponde a seis vezes o valor registrado em 2015. Se somadas as contabilizações de benefícios financeiros desde 2012, em comparação com os valores empenhados pela organização em 2020, conclui-se que a Controladoria já cobriu os custos de sua operação por 54 anos. Ressalta-se que os benefícios financeiros refletem melhor eficiência do gasto público. Neles se incluem, além de valores efetivamente recuperados aos cofres públicos, valores de recursos economizados com, por exemplo, aprimoramento de execução de políticas públicas, melhorias de processos de trabalho e cessação do pagamento de benefícios indevidos. Dentre as ações que mais geraram benefícios financeiros estão redução nos valores licitados contratados, mantendo a quantidade e qualidade dos bens e serviços, equivalente a mais de R 2,3 bilhões eliminação de desperdícios ou redução de custos administrativos, equivalente a cerca de R 2,1 bilhões e cancelamento de licitação ou contrato com objeto desnecessário, inconsistente ou inadequado tecnicamente, equivalente a em torno de R 2,4 bilhões. Em relação aos benefícios não financeiros, aqueles que não podem ser mensurados em valor monetário, a CGU utiliza um índice próprio, desenvolvido a partir de 2017, para calcular os resultados. Pelo método, um benefício não financeiro de peso 1 é aquele que afeta a atividade finalística e os resultados ou a estratégia de mais de uma instituição pública. Em 2020, a Controladoria obteve um total de 10,61 IRBNF ndice de Relevância dos Benefícios Não Financeiro . A CGU também unificou a forma de contabilizar de modo global a geração de benefícios pela atividade de auditoria interna governamental, transformando os valores aprovados de benefícios financeiros em números que estivessem na mesma unidade de medida utilizada para mensurar os benefícios não financeiros. A partir dessa metodologia, a Controladoria obteve, em 2020, benefícios no total de 30,02, sendo 19,40 65 financeiros e 10,61 35 não financeiros. O valor alcançado representa acréscimo de 45 em relação ao valor apurado em 2019. Benefícios A atividade de auditoria interna governamental entende como benefício o impacto positivo observado na gestão pública a partir da implementação, pelos gestores públicos, de recomendações emitidas por auditores internos governamentais. Esses benefícios podem ser financeiros ou não-financeiros, e devem ser entendidos como resultantes do trabalho conjunto da auditoria interna e da gestão. De acordo com o Relatório, o ano de 2020 apresentou uma série de dificuldades operacionais em função da pandemia do Coronavírus. Mesmo nessas condições foi possível registrar o melhor ano da história da CGU em termos de geração de benefícios . Por fim, o documento conclui que o trabalho conjunto de gestores federais e auditores internos é capaz de ampliar, cada vez mais, a eficiência do Governo e a entrega de melhores produtos e serviços à sociedade . Acesse o relatório e obtenha todos os detalhes
42;A Controladoria-Geral da União CGU realizou, na última quinta-feira 11 3 , a live Tratamento da informação pessoal em face da LAI e da LGPD . Durante a capacitação, a diretora da Autoridade Nacional de Proteção de Dados ANPD , Miriam Wimmer, apresentou informações gerais sobre o órgão, recém-criado, além de boas práticas no tratamento da informação pessoal, levando-se em conta a Lei Geral de Proteção de Dados Pessoais LGPD Lei n 13.790 2018. Desde que a LGPD entrou em vigor, no ano passado, a norma tem suscitado diversas dúvidas sobre sua aplicação. A própria diretora da ANPD ressaltou que não se trata de um tema fácil, já que cada caso concreto precisa ser analisado com cuidado e responsabilidade. Segundo ela, não há incompatibilidade entre a Lei de Acesso à Informação LAI e a LGPD. Casos concretos podem requerer ponderação de valores, tendo em vista os diferentes bens jurídicos em questão , destacou. A disponibilização de dados pessoais em políticas de transparência é possível, observadas determinadas circunstâncias e preservando-se os direitos do titular dos dados , explicou a diretora. Organizada pela Secretaria de Transparência e Combate à Corrupção STPC da CGU, a live contou com 2.565 inscritos, incluindo participantes de 242 órgãos e entidades do Poder Executivo federal e de outros 460 órgãos e entidades. Durante a apresentação da diretora Miriam Wimmer, houve pico de 1.619 acessos simultâneos. A íntegra da live está disponível no canal da CGU no Youtube. Acesse
43;A Controladoria-Geral da União CGU realizou, nessa terça-feira 16 03 , o segundo dia do webinário Prosa de Ouvidoria . O tema que norteou o debate foi Modelos de maturidade e o desafio de medir as capacidades estatais . Os convidados compartilharam conceitos e experiências, sob a mediação de da coordenadora-geral de Orientação e Acompanhamento de Ouvidorias CGOUV , Luana Marcelino. O chefe de Gabinete da Ouvidoria-Geral da União OGU , Marcos Lindenmayer, apresentou a estrutura do novo Modelo de Maturidade em Ouvidoria Pública MMouP , de uso obrigatório e desenvolvido para apoiar o processo de melhoria continuada na gestão das unidades que compõem o Sistema de Ouvidorias do Executivo Federal, por força da Portaria n 581 2021. O coordenador-geral de Métodos, Capacitação e Qualidade da CGU, Sérgio Filgueiras de Paula, ao ser questionado sobre a importância de se instituir modelos para medir maturidade para gestão, afirmou que a partir de um bom diagnóstico situacional, medir a capacidade institucional é essencial para ter conhecimento de qual serviço entregar à sociedade. Já o pesquisador e professor do Instituto de Pesquisa Econômica Aplicada IPEA , Alexandre de vila Gomide, destacou que ao avaliar capacidades técnicas, deve-se considerar as peculiaridades de cada organização, o alinhamento com o planejamento estratégico e até mesmo a dimensão política em que a instituição está inserida. Ao final do painel, foram apresentados os vencedores do IV Concurso de Boas Práticas da Rede Nacional de Ouvidorias, nas seguintes categorias A - Fomento à participação e ao controle social em tempos de pandemia B - Desenvolvimento de capacidade institucional C - Melhoria da gestão e das entregas aos usuários de serviços públicos e D - Tecnologia, Segurança da Informação e Proteção de Dados Pessoais. A programação da Prosa de Ouvidoria se estende por toda semana e inclui debates sobre Proteção ao denunciante no Brasil novas perspectivas 17 03 Conselho de Usuários de Serviços Públicos e Avaliação de Serviços o usuário no centro das atenções 18 03 e Inteligência artificial em ouvidoria novas soluções para velhos problemas 19 03 . O webinário é realizado de forma remota e transmitido, a partir das 17h de cada dia, pelo canal da CGU no YouTube. A participação é gratuita e aberta a qualquer interessado, não sendo necessária inscrição prévia.
44;A Controladoria-Geral da União CGU realizou, na tarde dessa quarta-feira 17 03 , o terceiro dia do webinário Prosa de Ouvidoria . A tônica do debate foi a Proteção ao denunciante no Brasil novas perspectivas . Os convidados compartilharam seus conceitos e experiências sobre o tema durante conversa virtual ao vivo. O coordenador-geral de Atendimento ao Cidadão da Ouvidoria-Geral da União OGU , Rafael Antônio Dal Rosso, foi o mediador e iniciou os trabalhos ressaltando o importante papel do denunciante na prevenção da corrupção no país. Em seguida, o professor titular do Departamento de Economia da UnB, Maurício Bugarin, destacou que o mais desafiador no que se refere ao estimulo do cidadão denunciar é disponibilizar as garantias de proteção em todas as fases do processo, posto que envolve riscos à pessoa. O ouvidor-geral da União, Valmir Gomes Dias, observou que as inovações trazidas ao ordenamento jurídico brasileiro sobre a matéria são fundamentais para o trabalho de combate à corrupção realizado pela CGU, preservando a identidade dos manifestantes e diminuindo possíveis retaliações. Já para Pâmela Côrtes, pesquisadora da UFMG, com relação aos incentivos aos denunciantes, deve-se estar atento às questões morais que envolvem o tema, posto que os seres humanos têm uma tendência natural a cooperar, que pode ser inibida com a oferta de uma contrapartida financeira. A programação da Prosa de Ouvidoria se estende até amanhã e inclui debates sobre Conselho de Usuários de Serviços Públicos e Avaliação de Serviços o usuário no centro das atenções 18 03 e Inteligência artificial em ouvidoria novas soluções para velhos problemas 19 03 . O webinário é realizado de forma remota e transmitido, a partir das 17h de cada dia, pelo canal da CGU no YouTube. A participação é gratuita e aberta a qualquer interessado, não sendo necessária inscrição prévia.
45;Em sua 4 Reunião Ordinária, realizada nesta terça-feira 16 3 , o Grupo de Trabalho Interministerial GT- tica tratou das decisões administrativas da Comissão de tica Pública CEP , envolvendo deliberações do colegiado relativas ao Sistema de Gestão da tica do Poder Executivo federal, assim como decisões relativas aos processos éticos conduzidos pela CEP e as resoluções do Colegiado. No encontro, foram abordados diversos temas de decisões recentes da CEP que são de interesse para os trabalhos do GT na atualização dos normativos éticos federais, entre os quais nepotismo, assédio, resolução consensual de conflitos éticos, redes sociais, rito processual e brindes. O secretário de Controle Interno da Secretaria-Geral da Presidência da República, Edson Sá Teles que coordena o GT e foi responsável pela apresentação da relatoria técnica , destacou a importância do estudo dos precedentes da CEP para os trabalhos do grupo, visto que em muitas de suas deliberações, a Comissão de tica Pública tem o papel de dirimir dúvidas de interpretação dos normativos que tratam de ética pública, assim como de preencher lacunas normativas, trazendo inovações e entendimentos específicos em relações aos casos analisados . Também foram objeto da apresentação as resoluções da CEP ao todo, 14 atos normativos que disciplinam temas como participação de autoridades em seminários e eventos participação de autoridades em eventos políticos e eleitorais tratamento de presentes e brindes e banco de sanções éticas entre outros. Na reunião, foram definidas, ainda, as datas para apresentação dos demais temas objeto de relatorias técnicas específicas que estão a cargo da Controladoria-Geral da União CGU , Advocacia-Geral da União AGU e Ministério da Economia. O GT- tica O Grupo de Trabalho Interministerial GT- tica foi instituído pela Portaria Interministerial n 103, publicada no Diário Oficial da União em 21 de dezembro de 2020, com participação de representantes da Secretaria de Controle Interno da Secretaria-Geral da Presidência da República da Secretaria de Transparência e Prevenção da Corrupção da Controladoria-Geral da União da Secretaria Especial de Desburocratização, Gestão e Governo Digital do Ministério da Economia e da Advocacia-Geral da União, designados pela Portaria SG n 105, publicada em 24 de dezembro de 2020, visando apresentar à Comissão de tica Pública da Presidência da República proposta de revisão do Código de Conduta da Alta Administração Federal e do Código de tica dos Servidores Públicos Civis do Poder Executivo federal. Com informações do Ministério da Economia
46;Para celebrar o Dia Mundial da gua, comemorado em 22 de março, o Governo Federal vai promover o Seminário guas Brasileiras. O objetivo é discutir sobre a importância e os desafios da revitalização das bacias hidrográficas e outros temas relacionados, de modo a garantir água em quantidade e qualidade necessárias para o desenvolvimento do Brasil. A abertura do seminário virtual está marcada para segunda-feira 22 , às 15h. As atividades continuam nos dias 23 e 24 de março e podem ser assistidas, sem necessidade de inscrição prévia, neste link. O evento é uma promoção conjunta dos ministérios do Desenvolvimento Regional MDR Meio Ambiente MMA Agricultura, Pecuária e Abastecimento Mapa Ciência, Tecnologia e Inovações MCTI e da Controladoria Geral da União CGU e da Agência Nacional de guas e Saneamento Básico ANA . O evento tem como público-alvo gestores federais, estaduais e municipais, organizações empresariais e da sociedade civil e pessoas engajadas com o tema da água para o desenvolvimento. Antes da cerimônia de abertura, será divulgado o Prêmio ANA 2020, da Agência Nacional de guas e Saneamento Básico, que reconhece o mérito de iniciativas que se destacaram pela excelência de sua contribuição para a segurança hídrica no Brasil em oito categorias Comunicação, Educação, Empresas de Médio e de Grande Porte, Empresas de Micro ou de Pequeno Porte, Entes do Sistema Nacional de Gerenciamento de Recursos Hídricos SINGREH , Governo, Organizações Civis, além de Pesquisa e Inovação Tecnológica. Programação Durante três dias de seminário, iniciativas e agendas estratégicas nas áreas de saneamento básico, segurança hídrica, habitação, desenvolvimento produtivo, pagamento por serviços ambientais e prevenção e mitigação de riscos serão abordadas por meio de painéis com a participação de representantes governamentais, da academia, do setor empresarial e da sociedade civil. No primeiro dia de encontro, serão apresentadas ações de revitalização de bacias hidrográficas com o objetivo de garantir segurança hídrica, para incentivar modelos de ocupação e de produção mais adequados aos ambientes naturais. Também será discutida a contribuição do agronegócio para a conservação da água e do solo. Na terça-feira 23 , a partir das 9h30, será abordado o papel das cidades no Programa guas Brasileiras. Na sequência, serão compartilhadas experiências de empresas, universidades e centros de pesquisas em relação à disseminação de tecnologias e de práticas de gestão que trazem soluções de saneamento e de eficiência no uso de recursos naturais escassos. No período da tarde, um painel discutirá formas inovadoras de uso racional da água na área de saneamento básico. Isso porque o Brasil perde, em média, 38 da água na distribuição. Além disso, os modelos de financiamento de ações para o setor também serão discutidos em outra palestra. Já na quarta-feira 24 , último dia de encontro, está programado para as 9h30 debate sobre pagamentos por serviços ambientais e o Programa Floresta . Experiências em andamento serão compartilhadas. s 11h, será a vez de discutir a valoração da água em suas múltiplas dimensões. tarde, o seminário traz estratégias e conceitos para redução de eventos de risco com base em modelos mais adequados de aproximação do ambiente urbano com os ambientes naturais. Por fim, o último painel vai abordar a importância da água como elemento estratégico para o desenvolvimento econômico e para a segurança nacional. Programa guas Brasileiras O objetivo do Programa guas Brasileiras é revitalizar as principais bacias hidrográficas brasileiras, garantir água em quantidade e qualidade para a população e atrair investimentos privados para projetos de recuperação e preservação de áreas degradadas em diversas partes do País. Como parte da estratégia para atingir esse objetivo, o MDR selecionou, por meio de edital, 26 projetos de revitalização de bacias hidrográficas, que contemplam mais de 250 municípios de 10 estados. Foram escolhidos 16 projetos para a Bacia do Rio São Francisco, dois para a do Rio Parnaíba, dois para a do Rio Taquari e seis para a do Rio Tocantins-Araguaia. Os projetos selecionados serão disponibilizados no portal do MDR, visando conectá-los a organizações e empresas que desejem apoiá-los financeiramente. As iniciativas também estão sendo apresentadas a possíveis financiadores. Empresas interessadas em conhecer melhor as iniciativas podem procurar diretamente a Assessoria Especial do MDR, por meio do e-mail assessoriaespecial mdr.gov.br, e agendar uma apresentação. O apoio à revitalização de bacias hidrográficas é parte da estratégia de sustentabilidade de muitas empresas que atuam no País, que associam o patrocínio a ações desse tipo à sua atividade econômica e ao ganho de imagem junto à sociedade , destaca o ministro do Desenvolvimento Regional, Rogério Marinho. O programa reúne, além do MDR, os ministérios da Agricultura, Pecuária e Abastecimento Mapa , do Meio Ambiente MMA , da Ciência, Tecnologia e Inovações MCTI , a Controladoria-Geral da União CGU , estados e municípios. Saiba mais sobre o Programa guas Brasileiras SERVI O Seminário guas Brasileiras Transmissão on-line neste link. Segunda-feira 22 14h Entrega do Prêmio ANA15h Painel A revitalização de bacias hidrográficas e sua contribuição para a Segurança Hídrica16h30 Painel O setor do agronegócio e sua contribuição para a Segurança Hídrica Terça-feira 23 9h30 - Painel guas Brasileiras - Uso racional da água nas edificações10h30 - Painel guas brasileiras gua para beber e produzir14h - Painel guas brasileiras a inovação para a superação dos desafios do saneamento16h30 - Painel A inovação para a superação dos desafios do saneamento - novos modelos de financiamento Quarta-feira 24 9h30 - Painel Uso do mecanismo de pagamento por serviços ambientais para avanço na agenda de serviços ecossistêmicos e o Programa Floresta 11h - Painel Estruturação de mecanismos de valoração da água14h30 - Painel Reduzindo os eventos de risco por meio de estratégias integradas de desenvolvimento territorial e de aproximação das cidades com a água16h30 - Painel gua elemento estratégico para o desenvolvimento econômico e para a segurança nacional A programação detalhada e atualizada e os painelistas podem ser consultados neste link.
47;A Controladoria-Geral da União CGU realizou, nessa quarta-feira 18 03 , o quarto dia do webinário Prosa de Ouvidoria . O tema do debate foi Conselho de Usuários de Serviços Públicos e Avaliação de Serviços o usuário no centro das atenções . Os convidados expuseram suas perspectivas sobre a forma de promover a inclusão do cidadão no processo de formulação, execução e proposição de melhorias. O ouvidor-geral da União adjunto, Fábio Valgas, mediador do painel, fez um balanço dos três primeiros dias de evento e destacou que os temas trouxeram grande avanço para manter a atividade de ouvidoria conectada com os avanços de gestão, inovação e tecnologia. Em seguida, o chefe de Gabinete da Ouvidoria-Geral da União OGU , Marcos Lindenmayer, apresentou a visão institucional do Conselho de Usuários de Serviços Públicos do Governo Federal, como também o uso das pesquisas de avaliação como ferramentas que auxiliam no processo de tomada de decisão do gestor público. A fundadora do Instituo Cliente Feliz, Gisele Paula, fez um contraponto ao que acontece no segmento privado. Ela explicou que uma iniciativa simples no setor empresarial, que pode trazer melhorias para o serviço público, é começar a mapear a jornada do cidadão para cada solicitação feita, permitindo possíveis ajustes e correções de forma eficiente. Já a coordenadora-geral de Inovação na Enap, Marizaura Camões, compartilhou as experiências adquiridas no Laboratório GNova. Para ela, a qualidade do serviço público prestado deve ser parâmetro de mais valia em relação ao serviço privado, pois a gestão pública lida com direitos, vidas e muitas vezes o serviço prestado pelo Estado é imprescindível e exclusivo. A programação da Prosa de Ouvidoria termina hoje 19 03 com o tema Inteligência artificial em ouvidoria novas soluções para velhos problemas . O webinário é realizado de forma remota e transmitido, a partir das 17h, pelo canal da CGU no YouTube. A participação é gratuita e aberta a qualquer interessado, não sendo necessária inscrição prévia.
48;O tema tica e Controle no Mandato a ferramenta de transformação para o bom gestor será tratado pelo ministro da Controladoria-Geral da União CGU , Wagner Rosário, em evento sobre controle interno organizado pelo Conselho Nacional de Controle Interno Conaci nos próximos dias 29 e 30 de março. A participação do ministro será em uma mesa redonda ao lado da consultora de Compliance Roberta Codgnoto e da jornalista Elisangela Colodetti. O encontro, denominado Conectados com o Controle , é gratuito, com transmissão no canal do Conaci no YouTube conaciorg . O objetivo é apresentar aos novos gestores a importância de determinados temas para bons resultados no mandato, ressaltando diferentes perspectivas teóricas e práticas para aplicação nas instituições. Além de incentivar os representantes sobre a importância da capacitação, por isso, os envolvidos serão certificados pelo Conselho. Com referências nos assuntos abordados, o evento vai discutir os principais temas que causam dúvidas na gestão municipal, além de apresentar o controle interno como ferramenta de auxílio para o gestor. Participe IMPORTANTE a lista para certificação será disponibilizada no dia do evento, na descrição do vídeo no Youtube. A inscrição prévia deve ser feita aqui https doity.com.br conectados-com-o-controle Confira a programação completa 29 de março 14h às 14h30 Abertura Oficial, com o presidente do Conaci, Leonardo Ferraz. 14h30 às 15h30 Roda de conversa sobre tica e Controle no Mandato a ferramenta de transformação para o bom gestor , com o ministro da Controladoria-Geral da União CGU , Wagner Rosário, a consultora de Compliance Roberta Codgnoto e a jornalista Elisangela Colodetti. 15h30 às 16h30 Principais alterações da LRF e seus impactos na gestão municipal, com a analista de Controle Externo do Tribunal de Contas do Estado de Minas Gerais TCE-MG Pedro Henrique Magalhães. 30 de março 14h30 às 15h30 Controle e responsabilização no Novo Marco Regulatório das Licitações e Contratos, com o advogado e consultor de entidades públicas e privadas Luciano Ferraz. 15h30 às 16h30 Nova Lei de Licitações o que preciso saber , com a assessora especializada do Tribunal de Justiça de Minas Gerais TJMG Tatiana Camarão.
49;Para garantir que as vacinas contra o coronavírus cheguem corretamente aos grupos prioritários, o Governo Federal vem avaliando, por meio da Controladoria-Geral da União CGU , se as pessoas vacinadas no âmbito do Programa Nacional de Operacionalização da Vacinação contra a Covid-19 cumprem os requisitos dos grupos prioritários da campanha. As análises, que serão atualizadas regularmente, alcançam todos os registros de vacinados constantes no sistema de informações oficiais do Ministério da Saúde, o Sistema de Informações do Programa Nacional de Imunizações SIPNI . São realizadas análises dos dados do próprio SIPNI e também de cruzamentos com outras bases oficiais. Na primeira rodada, foram considerados os registros de vacinas aplicadas até o dia 10 de março de 2021, que somam mais de 10 milhões de doses aplicadas. Resultados A partir dos cruzamentos, foram identificadas cerca de 50.000 inconsistências, o que representa apenas 0,5 do total de 10 milhões de doses consideradas no universo da análise. Há casos de vacinas aplicadas em pessoas que constam como falecidas no Sistema de Informações de Mortalidade do Ministério da Saúde SIM com datas de emissão da declaração de óbito anteriores ao início da vacinação. Há também pessoas que possuem três ou mais registros de vacinação, embora as vacinas utilizadas até o momento devam ser aplicadas em, no máximo, duas doses. Em relação à vacinação de idosos, foram identificadas pessoas vacinadas como pertencentes a esse grupo prioritário, mas que, de acordo com informações do CPF, possuem menos de 60 anos. A análise também identificou cidadãos vacinados como profissionais da saúde que, a princípio, não trabalham na área, tampouco estão lotados em unidades relacionadas diretamente à área da saúde. As inconsistências serão discutidas junto ao Ministério da Saúde para a adoção de providências junto aos estados e municípios voltadas a evitar a ocorrência de novos desvios, bem como para o aprimoramento dos controles em relação à conformidade dos grupos prioritários. A CGU destaca que a análise é feita por meio de cruzamento de dados de sistemas, sendo possível que situações, a priori indevidas, possam ser justificadas. A Controladoria também ressalta que todas as informações pessoais acessadas nessa fiscalização são protegidas por se tratar de informações sensíveis, relacionadas a dados de saúde das pessoas, o que impossibilita a divulgação da identidade dos vacinados de forma supostamente irregular. Impacto social Apesar de o percentual de inconsistências ser pequeno no máximo 0,5 , o desrespeito à ordem de vacinação dos grupos prioritários, além de grave desvio ético, poderá ocasionar a responsabilização administrativa ou judicial dos envolvidos. No cenário atual de restrição da quantidade de doses disponíveis para a vacinação contra a Covid-19, as aplicações indevidas e os desvios de doses impedem que pessoas do grupo prioritário tenham acesso ao imunizante e podem comprometer os resultados esperados em relação à diminuição das complicações da doença sobre a coletividade. A CGU destaca, por fim, que um dos objetivos desse trabalho é alertar a população em geral para a necessidade de se respeitar a ordem de vacinação prevista no Programa Nacional de Operacionalização da Vacinação contra a Covid-19, bem como busca fortalecer a necessidade de comportamentos íntegros e éticos por parte de todos, que acreditamos ser a mola propulsora da tão desejada mudança do nosso país.
50;A Controladoria-Geral da União CGU realizará, no dia 30 de março, às 15h, via plataforma Teams, evento gratuito e ao vivo sobre o combate ao assédio sexual no ambiente de trabalho. O encontro, denominado Especial Corregedorias Garantindo a Defesa das Mulheres , terá abordagens psicológicas, jurídicas e administrativas do que pode ser feito para melhorar a situação da mulher no serviço público. Para participar, o interessado deve fazer a sua inscrição, momento em que ele receberá o link para ingressar no evento. As inscrições ficarão abertas até o momento do início do encontro. Inscreva-se aqui. Quem se inscrever poderá assinar lista de presença e solicitar, portanto, a declaração de participação. Caso a pessoa não faça questão de receber declaração de participação, basta acessar o evento pelo link que estará disponível em www.corregedorias.gov.br, sem a necessidade de assinar a presença. As apresentadoras convidadas são a diretora do Sistema de Correição do Poder Executivo federal da CGU, Débora Queiroz Afonso a assistente social da Coordenadoria de Saúde do Tribunal Regional do Trabalho do Rio de Janeiro TRT RJ , Karla Fernanda Valle e a procuradora federal, atuando como subprocuradora-geral de Assuntos Extrajudiciais na Procuradoria Federal junto à ANTT PFE ANTT , Roberta Negrão Costa Wachholz. SERVI O Evento Especial Corregedorias Garantindo a Defesa das MulheresData 30 de março de 2021 terça-feira Horário das 15h às 17h30Acesso via Microsoft TeamsInscrição https corregedorias.gov.br utilidades eventos especial-corregedorias
